PDB_ID	RAW_JSON	TASK_NAME	SPLIT	JSON_RNA_CHAIN_COUNT	MANIFEST_RNA_CHAIN_COUNT	MAX_CHAIN_LENGTH	SEQUENCE_MULTISET_MATCH	HAS_NON_ACGU	HAS_OVERLENGTH_CHAIN	STATUS	ISSUE_CODES
2M1O	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m1o.json	2M1O	train	2	2	7	True	False	False	PASS	
2M21	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m21.json	2M21	train	1	1	21	True	False	False	PASS	
2M22	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m22.json	2M22	train	1	1	23	True	False	False	PASS	
2M23	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m23.json	2M23	train	2	2	29	True	False	False	PASS	
2M24	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m24.json	2M24	train	1	1	29	True	False	False	PASS	
2M39	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m39.json	2M39	train	2	2	12	True	True	False	FAIL	NON_ACGU_SEQUENCE
2M4Q	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m4q.json	2M4Q	train	1	1	27	True	False	False	PASS	
2M4W	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m4w.json	2M4W	train	1	1	17	True	False	False	PASS	
2M57	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m57.json	2M57	train	1	1	35	True	False	False	PASS	
2M58	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m58.json	2M58	train	1	1	59	True	False	False	PASS	
2M5U	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m5u.json	2M5U	train	1	1	22	True	False	False	PASS	
2M8K	/storage9920/home/tinghao.xia/Json_data/Simple_json/2m8k.json	2M8K	train	1	1	48	True	False	False	PASS	
2MEQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2meq.json	2MEQ	train	1	1	19	True	False	False	PASS	
2MER	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mer.json	2MER	train	1	1	19	True	False	False	PASS	
2MFD	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mfd.json	2MFD	train	1	1	19	True	False	False	PASS	
2MHI	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mhi.json	2MHI	train	1	1	53	True	False	False	PASS	
2MI0	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mi0.json	2MI0	train	2	2	22	True	False	False	PASS	
2MIS	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mis.json	2MIS	train	1	1	26	True	False	False	PASS	
2MIY	/storage9920/home/tinghao.xia/Json_data/Simple_json/2miy.json	2MIY	train	1	1	59	True	False	False	PASS	
2MN0	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mn0.json	2MN0	train	1	1	15	True	False	False	PASS	
2MNC	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mnc.json	2MNC	train	1	1	29	True	False	False	PASS	
2MQT	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mqt.json	2MQT	train	1	1	68	True	False	False	PASS	
2MS5	/storage9920/home/tinghao.xia/Json_data/Simple_json/2ms5.json	2MS5	train	2	2	9	True	False	False	PASS	
2MTJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mtj.json	2MTJ	train	1	1	47	True	False	False	PASS	
2MTK	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mtk.json	2MTK	train	1	1	47	True	False	False	PASS	
2MVS	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mvs.json	2MVS	train	2	2	10	True	False	False	PASS	
2MVY	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mvy.json	2MVY	train	2	2	10	True	False	False	PASS	
2MXJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mxj.json	2MXJ	train	1	1	11	True	False	False	PASS	
2MXK	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mxk.json	2MXK	train	2	2	10	True	False	False	PASS	
2MXL	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mxl.json	2MXL	train	1	1	39	True	False	False	PASS	
2MXS	/storage9920/home/tinghao.xia/Json_data/Simple_json/2mxs.json	2MXS	train	1	1	27	True	False	False	PASS	
2N0J	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n0j.json	2N0J	train	1	1	27	True	False	False	PASS	
2N0R	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n0r.json	2N0R	train	1	1	26	True	False	False	PASS	
2N1Q	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n1q.json	2N1Q	train	1	1	155	True	False	False	PASS	
2N2O	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n2o.json	2N2O	train	1	1	23	True	False	False	PASS	
2N2P	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n2p.json	2N2P	train	1	1	23	True	False	False	PASS	
2N3Q	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n3q.json	2N3Q	train	1	1	62	True	False	False	PASS	
2N3R	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n3r.json	2N3R	train	1	1	62	True	False	False	PASS	
2N4J	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n4j.json	2N4J	train	2	2	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
2N4L	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n4l.json	2N4L	train	1	1	53	True	False	False	PASS	
2N6S	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n6s.json	2N6S	train	1	1	36	True	False	False	PASS	
2N6T	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n6t.json	2N6T	train	1	1	42	True	False	False	PASS	
2N6W	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n6w.json	2N6W	train	1	1	68	True	False	False	PASS	
2N6X	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n6x.json	2N6X	train	1	1	43	True	False	False	PASS	
2N7M	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n7m.json	2N7M	train	1	1	92	True	False	False	PASS	
2N7X	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n7x.json	2N7X	train	1	1	23	True	False	False	PASS	
2N8V	/storage9920/home/tinghao.xia/Json_data/Simple_json/2n8v.json	2N8V	train	1	1	70	True	False	False	PASS	
2NBX	/storage9920/home/tinghao.xia/Json_data/Simple_json/2nbx.json	2NBX	train	1	1	108	True	False	False	PASS	
2NBY	/storage9920/home/tinghao.xia/Json_data/Simple_json/2nby.json	2NBY	train	1	1	39	True	False	False	PASS	
2NBZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2nbz.json	2NBZ	train	1	1	40	True	False	False	PASS	
2NC0	/storage9920/home/tinghao.xia/Json_data/Simple_json/2nc0.json	2NC0	train	1	1	28	True	False	False	PASS	
2NC1	/storage9920/home/tinghao.xia/Json_data/Simple_json/2nc1.json	2NC1	train	1	1	67	True	False	False	PASS	
2NCI	/storage9920/home/tinghao.xia/Json_data/Simple_json/2nci.json	2NCI	train	1	1	28	True	False	False	PASS	
2NCQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2ncq.json	2NCQ	train	2	2	9	True	False	False	PASS	
2NCR	/storage9920/home/tinghao.xia/Json_data/Simple_json/2ncr.json	2NCR	train	2	2	9	True	False	False	PASS	
2NOK	/storage9920/home/tinghao.xia/Json_data/Simple_json/2nok.json	2NOK	train	4	4	24	True	False	False	PASS	
2NPY	/storage9920/home/tinghao.xia/Json_data/Simple_json/2npy.json	2NPY	train	4	4	19	True	False	False	PASS	
2NPZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2npz.json	2NPZ	train	4	4	19	True	False	False	PASS	
2O32	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o32.json	2O32	train	1	1	20	True	False	False	PASS	
2O33	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o33.json	2O33	train	1	1	20	True	False	False	PASS	
2O3V	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o3v.json	2O3V	train	2	2	23	True	False	False	PASS	
2O3W	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o3w.json	2O3W	train	2	2	23	True	False	False	PASS	
2O3X	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o3x.json	2O3X	train	2	2	23	True	False	False	PASS	
2O3Y	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o3y.json	2O3Y	train	2	2	23	True	False	False	PASS	
2O43	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o43.json	2O43	train	1	1	2880	True	False	True	FAIL	OVER_MAX_LENGTH
2O44	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o44.json	2O44	train	1	1	2880	True	False	True	FAIL	OVER_MAX_LENGTH
2O45	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o45.json	2O45	train	1	1	2880	True	False	True	FAIL	OVER_MAX_LENGTH
2O81	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o81.json	2O81	train	2	2	9	True	False	False	PASS	
2O83	/storage9920/home/tinghao.xia/Json_data/Simple_json/2o83.json	2O83	train	2	2	9	True	False	False	PASS	
2OE5	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oe5.json	2OE5	train	2	2	17	True	False	False	PASS	
2OE6	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oe6.json	2OE6	train	2	2	17	True	False	False	PASS	
2OE8	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oe8.json	2OE8	train	2	2	17	True	False	False	PASS	
2OEU	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oeu.json	2OEU	train	2	2	43	True	False	False	PASS	
2OIJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oij.json	2OIJ	train	2	2	23	True	False	False	PASS	
2OIU	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oiu.json	2OIU	train	2	2	71	True	False	False	PASS	
2OIY	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oiy.json	2OIY	train	2	2	23	True	False	False	PASS	
2OJ0	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oj0.json	2OJ0	train	2	2	23	True	False	False	PASS	
2OJ7	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oj7.json	2OJ7	train	1	1	8	True	False	False	PASS	
2OJ8	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oj8.json	2OJ8	train	1	1	8	True	False	False	PASS	
2OOM	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oom.json	2OOM	train	2	2	16	True	False	False	PASS	
2OUE	/storage9920/home/tinghao.xia/Json_data/Simple_json/2oue.json	2OUE	train	4	4	19	True	False	False	PASS	
2P7F	/storage9920/home/tinghao.xia/Json_data/Simple_json/2p7f.json	2P7F	train	4	4	19	True	False	False	PASS	
2P89	/storage9920/home/tinghao.xia/Json_data/Simple_json/2p89.json	2P89	train	2	2	34	True	False	False	PASS	
2PCV	/storage9920/home/tinghao.xia/Json_data/Simple_json/2pcv.json	2PCV	train	1	1	35	True	False	False	PASS	
2PCW	/storage9920/home/tinghao.xia/Json_data/Simple_json/2pcw.json	2PCW	train	2	2	35	True	False	False	PASS	
2PN3	/storage9920/home/tinghao.xia/Json_data/Simple_json/2pn3.json	2PN3	train	2	2	24	True	False	False	PASS	
2PN4	/storage9920/home/tinghao.xia/Json_data/Simple_json/2pn4.json	2PN4	train	4	4	24	True	False	False	PASS	
2PN9	/storage9920/home/tinghao.xia/Json_data/Simple_json/2pn9.json	2PN9	train	2	2	16	True	False	False	PASS	
2PWT	/storage9920/home/tinghao.xia/Json_data/Simple_json/2pwt.json	2PWT	train	2	2	21	True	False	False	PASS	
2Q1O	/storage9920/home/tinghao.xia/Json_data/Simple_json/2q1o.json	2Q1O	train	4	4	12	True	True	False	FAIL	NON_ACGU_SEQUENCE
2Q1R	/storage9920/home/tinghao.xia/Json_data/Simple_json/2q1r.json	2Q1R	train	1	1	12	True	False	False	PASS	
2QBZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2qbz.json	2QBZ	train	1	1	161	True	False	False	PASS	
2QEK	/storage9920/home/tinghao.xia/Json_data/Simple_json/2qek.json	2QEK	train	2	2	23	True	False	False	PASS	
2QH2	/storage9920/home/tinghao.xia/Json_data/Simple_json/2qh2.json	2QH2	train	1	1	24	True	False	False	PASS	
2QH3	/storage9920/home/tinghao.xia/Json_data/Simple_json/2qh3.json	2QH3	train	1	1	23	True	False	False	PASS	
2QH4	/storage9920/home/tinghao.xia/Json_data/Simple_json/2qh4.json	2QH4	train	1	1	18	True	False	False	PASS	
2QUS	/storage9920/home/tinghao.xia/Json_data/Simple_json/2qus.json	2QUS	train	2	2	69	True	False	False	PASS	
2QUW	/storage9920/home/tinghao.xia/Json_data/Simple_json/2quw.json	2QUW	train	4	4	57	True	False	False	PASS	
2QWY	/storage9920/home/tinghao.xia/Json_data/Simple_json/2qwy.json	2QWY	train	3	3	52	True	False	False	PASS	
2R1S	/storage9920/home/tinghao.xia/Json_data/Simple_json/2r1s.json	2R1S	train	2	2	13	True	False	False	PASS	
2R20	/storage9920/home/tinghao.xia/Json_data/Simple_json/2r20.json	2R20	train	2	2	13	True	False	False	PASS	
2R21	/storage9920/home/tinghao.xia/Json_data/Simple_json/2r21.json	2R21	train	2	2	13	True	False	False	PASS	
2R22	/storage9920/home/tinghao.xia/Json_data/Simple_json/2r22.json	2R22	train	2	2	13	True	False	False	PASS	
2RLU	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rlu.json	2RLU	train	1	1	19	True	False	False	PASS	
2RN1	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rn1.json	2RN1	train	2	2	16	True	False	False	PASS	
2RO2	/storage9920/home/tinghao.xia/Json_data/Simple_json/2ro2.json	2RO2	train	1	1	23	True	False	False	PASS	
2RP0	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rp0.json	2RP0	train	1	1	27	True	False	False	PASS	
2RP1	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rp1.json	2RP1	train	1	1	27	True	False	False	PASS	
2RPK	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rpk.json	2RPK	train	1	1	20	True	False	False	PASS	
2RPT	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rpt.json	2RPT	train	1	1	20	True	False	False	PASS	
2RQJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rqj.json	2RQJ	train	2	2	12	True	False	False	PASS	
2RRC	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rrc.json	2RRC	train	1	1	22	True	False	False	PASS	
2RVO	/storage9920/home/tinghao.xia/Json_data/Simple_json/2rvo.json	2RVO	train	1	1	34	True	False	False	PASS	
2TOB	/storage9920/home/tinghao.xia/Json_data/Simple_json/2tob.json	2TOB	train	1	1	20	True	False	False	PASS	
2TPK	/storage9920/home/tinghao.xia/Json_data/Simple_json/2tpk.json	2TPK	train	1	1	36	True	False	False	PASS	
2TRA	/storage9920/home/tinghao.xia/Json_data/Simple_json/2tra.json	2TRA	train	1	1	75	True	False	False	PASS	
2U2A	/storage9920/home/tinghao.xia/Json_data/Simple_json/2u2a.json	2U2A	train	1	1	20	True	False	False	PASS	
2V6W	/storage9920/home/tinghao.xia/Json_data/Simple_json/2v6w.json	2V6W	train	2	2	7	True	False	False	PASS	
2V7R	/storage9920/home/tinghao.xia/Json_data/Simple_json/2v7r.json	2V7R	train	2	2	7	True	False	False	PASS	
2VAL	/storage9920/home/tinghao.xia/Json_data/Simple_json/2val.json	2VAL	train	4	4	7	True	False	False	PASS	
2VUQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2vuq.json	2VUQ	train	2	2	7	True	False	False	PASS	
2W89	/storage9920/home/tinghao.xia/Json_data/Simple_json/2w89.json	2W89	train	4	4	7	True	False	False	PASS	
2WNA	/storage9920/home/tinghao.xia/Json_data/Simple_json/2wna.json	2WNA	train	1	1	6	True	False	False	PASS	
2X2Q	/storage9920/home/tinghao.xia/Json_data/Simple_json/2x2q.json	2X2Q	train	4	4	7	True	True	False	FAIL	NON_ACGU_SEQUENCE
2XC6	/storage9920/home/tinghao.xia/Json_data/Simple_json/2xc6.json	2XC6	train	1	1	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
2XEB	/storage9920/home/tinghao.xia/Json_data/Simple_json/2xeb.json	2XEB	train	2	2	19	True	False	False	PASS	
2XNW	/storage9920/home/tinghao.xia/Json_data/Simple_json/2xnw.json	2XNW	train	1	1	67	True	False	False	PASS	
2XNZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/2xnz.json	2XNZ	train	1	1	67	True	False	False	PASS	
2XO0	/storage9920/home/tinghao.xia/Json_data/Simple_json/2xo0.json	2XO0	train	1	1	67	True	False	False	PASS	
2XO1	/storage9920/home/tinghao.xia/Json_data/Simple_json/2xo1.json	2XO1	train	1	1	67	True	False	False	PASS	
2XSL	/storage9920/home/tinghao.xia/Json_data/Simple_json/2xsl.json	2XSL	train	4	4	7	True	False	False	PASS	
2Y95	/storage9920/home/tinghao.xia/Json_data/Simple_json/2y95.json	2Y95	train	1	1	14	True	False	False	PASS	
2YDH	/storage9920/home/tinghao.xia/Json_data/Simple_json/2ydh.json	2YDH	train	1	1	94	True	False	False	PASS	
2YGH	/storage9920/home/tinghao.xia/Json_data/Simple_json/2ygh.json	2YGH	train	1	1	95	True	False	False	PASS	
2YIE	/storage9920/home/tinghao.xia/Json_data/Simple_json/2yie.json	2YIE	train	2	2	57	True	False	False	PASS	
2YIF	/storage9920/home/tinghao.xia/Json_data/Simple_json/2yif.json	2YIF	train	2	2	57	True	False	False	PASS	
2Z9Q	/storage9920/home/tinghao.xia/Json_data/Simple_json/2z9q.json	2Z9Q	train	1	1	75	True	False	False	PASS	
2ZY6	/storage9920/home/tinghao.xia/Json_data/Simple_json/2zy6.json	2ZY6	train	1	1	39	True	False	False	PASS	
300D	/storage9920/home/tinghao.xia/Json_data/Simple_json/300d.json	300D	train	2	2	25	True	False	False	PASS	
301D	/storage9920/home/tinghao.xia/Json_data/Simple_json/301d.json	301D	train	2	2	25	True	False	False	PASS	
30SC	/storage9920/home/tinghao.xia/Json_data/Simple_json/30sc.json	30SC	test	1	1	15	True	True	False	FAIL	NON_ACGU_SEQUENCE
310D	/storage9920/home/tinghao.xia/Json_data/Simple_json/310d.json	310D	train	2	2	6	True	False	False	PASS	
333D	/storage9920/home/tinghao.xia/Json_data/Simple_json/333d.json	333D	train	1	1	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
353D	/storage9920/home/tinghao.xia/Json_data/Simple_json/353d.json	353D	train	2	2	12	True	False	False	PASS	
354D	/storage9920/home/tinghao.xia/Json_data/Simple_json/354d.json	354D	train	2	2	12	True	False	False	PASS	
357D	/storage9920/home/tinghao.xia/Json_data/Simple_json/357d.json	357D	train	3	3	31	True	False	False	PASS	
359D	/storage9920/home/tinghao.xia/Json_data/Simple_json/359d.json	359D	train	2	2	25	True	False	False	PASS	
361D	/storage9920/home/tinghao.xia/Json_data/Simple_json/361d.json	361D	train	2	2	20	True	False	False	PASS	
364D	/storage9920/home/tinghao.xia/Json_data/Simple_json/364d.json	364D	train	3	3	31	True	False	False	PASS	
36LC	/storage9920/home/tinghao.xia/Json_data/Simple_json/36lc.json	36LC		2	2	14	True	True	False	FAIL	MISSING_SPLIT,NON_ACGU_SEQUENCE
36LE	/storage9920/home/tinghao.xia/Json_data/Simple_json/36le.json	36LE		4	4	14	True	True	False	FAIL	MISSING_SPLIT,NON_ACGU_SEQUENCE
36LL	/storage9920/home/tinghao.xia/Json_data/Simple_json/36ll.json	36LL	test	1	1	16	True	False	False	PASS	
36LM	/storage9920/home/tinghao.xia/Json_data/Simple_json/36lm.json	36LM		2	2	14	True	True	False	FAIL	MISSING_SPLIT,NON_ACGU_SEQUENCE
377D	/storage9920/home/tinghao.xia/Json_data/Simple_json/377d.json	377D	train	4	4	6	True	False	False	PASS	
379D	/storage9920/home/tinghao.xia/Json_data/Simple_json/379d.json	379D	train	2	2	25	True	False	False	PASS	
387D	/storage9920/home/tinghao.xia/Json_data/Simple_json/387d.json	387D	train	1	1	26	True	False	False	PASS	
397D	/storage9920/home/tinghao.xia/Json_data/Simple_json/397d.json	397D	train	2	2	15	True	False	False	PASS	
3A3A	/storage9920/home/tinghao.xia/Json_data/Simple_json/3a3a.json	3A3A	train	1	1	90	True	False	False	PASS	
3B31	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b31.json	3B31	train	2	2	29	True	False	False	PASS	
3B4A	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b4a.json	3B4A	train	2	2	125	True	False	False	PASS	
3B4B	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b4b.json	3B4B	train	2	2	125	True	False	False	PASS	
3B4C	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b4c.json	3B4C	train	2	2	125	True	False	False	PASS	
3B58	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b58.json	3B58	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3B5A	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b5a.json	3B5A	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3B5F	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b5f.json	3B5F	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3B5S	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b5s.json	3B5S	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3B91	/storage9920/home/tinghao.xia/Json_data/Simple_json/3b91.json	3B91	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3BBI	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bbi.json	3BBI	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3BBK	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bbk.json	3BBK	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3BBM	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bbm.json	3BBM	train	3	3	30	True	True	False	FAIL	NON_ACGU_SEQUENCE
3BBV	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bbv.json	3BBV	train	1	1	76	True	False	False	PASS	
3BNL	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bnl.json	3BNL	train	2	2	22	True	False	False	PASS	
3BNN	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bnn.json	3BNN	train	4	4	21	True	False	False	PASS	
3BNO	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bno.json	3BNO	train	4	4	21	True	False	False	PASS	
3BNP	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bnp.json	3BNP	train	2	2	22	True	False	False	PASS	
3BNQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bnq.json	3BNQ	train	4	4	23	True	False	False	PASS	
3BNR	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bnr.json	3BNR	train	4	4	23	True	False	False	PASS	
3BNS	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bns.json	3BNS	train	4	4	23	True	False	False	PASS	
3BNT	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bnt.json	3BNT	train	1	1	22	True	False	False	PASS	
3BWP	/storage9920/home/tinghao.xia/Json_data/Simple_json/3bwp.json	3BWP	train	1	1	412	True	False	False	PASS	
3C44	/storage9920/home/tinghao.xia/Json_data/Simple_json/3c44.json	3C44	train	2	2	23	True	False	False	PASS	
3CGP	/storage9920/home/tinghao.xia/Json_data/Simple_json/3cgp.json	3CGP	train	2	2	13	True	False	False	PASS	
3CGQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/3cgq.json	3CGQ	train	2	2	13	True	False	False	PASS	
3CGR	/storage9920/home/tinghao.xia/Json_data/Simple_json/3cgr.json	3CGR	train	2	2	13	True	False	False	PASS	
3CGS	/storage9920/home/tinghao.xia/Json_data/Simple_json/3cgs.json	3CGS	train	2	2	13	True	False	False	PASS	
3CJZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/3cjz.json	3CJZ	train	2	2	13	True	False	False	PASS	
3CW5	/storage9920/home/tinghao.xia/Json_data/Simple_json/3cw5.json	3CW5	train	1	1	77	True	False	False	PASS	
3CW6	/storage9920/home/tinghao.xia/Json_data/Simple_json/3cw6.json	3CW6	train	1	1	77	True	False	False	PASS	
3CZW	/storage9920/home/tinghao.xia/Json_data/Simple_json/3czw.json	3CZW	train	1	1	16	True	False	False	PASS	
3D0M	/storage9920/home/tinghao.xia/Json_data/Simple_json/3d0m.json	3D0M	train	1	1	16	True	False	False	PASS	
3D0U	/storage9920/home/tinghao.xia/Json_data/Simple_json/3d0u.json	3D0U	train	1	1	161	True	False	False	PASS	
3D0X	/storage9920/home/tinghao.xia/Json_data/Simple_json/3d0x.json	3D0X	train	1	1	161	True	False	False	PASS	
3D2G	/storage9920/home/tinghao.xia/Json_data/Simple_json/3d2g.json	3D2G	train	2	2	77	True	False	False	PASS	
3D2V	/storage9920/home/tinghao.xia/Json_data/Simple_json/3d2v.json	3D2V	train	2	2	77	True	False	False	PASS	
3D2X	/storage9920/home/tinghao.xia/Json_data/Simple_json/3d2x.json	3D2X	train	2	2	77	True	False	False	PASS	
3DG0	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dg0.json	3DG0	train	2	2	2904	True	False	True	FAIL	OVER_MAX_LENGTH
3DG2	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dg2.json	3DG2	train	2	2	2904	True	False	True	FAIL	OVER_MAX_LENGTH
3DG4	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dg4.json	3DG4	train	2	2	2904	True	False	True	FAIL	OVER_MAX_LENGTH
3DG5	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dg5.json	3DG5	train	2	2	2904	True	False	True	FAIL	OVER_MAX_LENGTH
3DHS	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dhs.json	3DHS	train	1	1	268	True	False	False	PASS	
3DIG	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dig.json	3DIG	train	1	1	174	True	False	False	PASS	
3DIL	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dil.json	3DIL	train	1	1	174	True	False	False	PASS	
3DIM	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dim.json	3DIM	train	1	1	174	True	False	False	PASS	
3DIO	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dio.json	3DIO	train	1	1	174	True	False	False	PASS	
3DIQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/3diq.json	3DIQ	train	1	1	174	True	False	False	PASS	
3DIR	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dir.json	3DIR	train	1	1	174	True	False	False	PASS	
3DIS	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dis.json	3DIS	train	1	1	174	True	False	False	PASS	
3DIX	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dix.json	3DIX	train	1	1	174	True	False	False	PASS	
3DIY	/storage9920/home/tinghao.xia/Json_data/Simple_json/3diy.json	3DIY	train	1	1	174	True	False	False	PASS	
3DIZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/3diz.json	3DIZ	train	1	1	174	True	False	False	PASS	
3DJ0	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dj0.json	3DJ0	train	1	1	174	True	False	False	PASS	
3DJ2	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dj2.json	3DJ2	train	1	1	174	True	False	False	PASS	
3DS7	/storage9920/home/tinghao.xia/Json_data/Simple_json/3ds7.json	3DS7	train	2	2	67	True	False	False	PASS	
3DVV	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dvv.json	3DVV	train	2	2	23	True	False	False	PASS	
3DVZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/3dvz.json	3DVZ	train	1	1	27	True	False	False	PASS	
