PDB_ID	STATUS	SPLIT	SPLIT_STATUS	CHAIN_COUNT	RESIDUE_COUNT	OUTPUT_PATH	METHODS	DETAIL
2D2K	GENERATED	train	KEPT	4	61	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2D2K/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2D2L	GENERATED	train	KEPT	4	61	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2D2L/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2DD1	GENERATED	train	KEPT	2	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2DD1/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2DD2	GENERATED	train	KEPT	2	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2DD2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2DD3	GENERATED	train	KEPT	2	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2DD3/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2EES	GENERATED	train	KEPT	1	67	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2EES/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2EET	GENERATED	train	KEPT	1	67	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2EET/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2EEU	GENERATED	train	KEPT	1	67	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2EEU/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2EEV	GENERATED	train	KEPT	1	67	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2EEV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2EEW	GENERATED	train	KEPT	1	67	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2EEW/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2ES5	GENERATED	train	KEPT	1	23	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2ES5/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2ESI	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2ESI/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2ESJ	GENERATED	train	KEPT	2	44	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2ESJ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2ET3	GENERATED	train	KEPT	2	44	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2ET3/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2ET4	GENERATED	train	KEPT	2	44	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2ET4/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2ET5	GENERATED	train	KEPT	2	44	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2ET5/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2ET8	GENERATED	train	KEPT	2	44	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2ET8/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2EUY	GENERATED	train	KEPT	1	34	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2EUY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2EVY	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2EVY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2F4S	GENERATED	train	KEPT	2	42	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2F4S/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2F4T	GENERATED	train	KEPT	2	44	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2F4T/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2F4U	GENERATED	train	KEPT	2	42	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2F4U/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2F4X	GENERATED	train	KEPT	2	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2F4X/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2F87	GENERATED	train	KEPT	1	12	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2F87/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2F88	GENERATED	train	KEPT	1	34	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2F88/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FCX	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FCX/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FCY	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FCY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FCZ	GENERATED	train	KEPT	4	92	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FCZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FD0	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FD0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FDT	GENERATED	train	KEPT	1	36	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FDT/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FEY	GENERATED	train	KEPT	1	43	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FEY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FGP	GENERATED	train	KEPT	4	61	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FGP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2FQN	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2FQN/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G1G	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G1G/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G1W	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G1W/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G32	GENERATED	train	KEPT	4	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G32/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G3S	GENERATED	train	KEPT	10	80	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G3S/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G5K	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G5K/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G91	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G91/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G92	GENERATED	train	KEPT	2	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G92/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2G9C	GENERATED	train	KEPT	1	67	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2G9C/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GBH	GENERATED	train	KEPT	1	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GBH/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GCS	GENERATED	train	KEPT	2	152	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GCS/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GCV	GENERATED	train	KEPT	2	151	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GCV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GDI	GENERATED	train	KEPT	2	160	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GDI/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GIO	GENERATED	train	KEPT	1	29	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GIO/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GIP	GENERATED	train	KEPT	1	28	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GIP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GIS	GENERATED	train	KEPT	1	94	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GIS/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GM0	GENERATED	train	KEPT	2	70	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GM0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GPM	GENERATED	train	KEPT	4	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GPM/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GQ4	GENERATED	train	KEPT	4	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GQ4/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GQ5	GENERATED	train	KEPT	4	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GQ5/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GQ6	GENERATED	train	KEPT	4	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GQ6/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GQ7	GENERATED	train	KEPT	4	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GQ7/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GRB	GENERATED	train	KEPT	8	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GRB/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GRW	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GRW/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GV3	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GV3/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GV4	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GV4/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2GVO	GENERATED	train	KEPT	1	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2GVO/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2H0W	GENERATED	train	KEPT	2	151	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2H0W/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2H0X	GENERATED	train	KEPT	2	152	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2H0X/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2H1M	GENERATED	train	KEPT	2	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2H1M/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2H49	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2H49/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HEM	GENERATED	train	KEPT	1	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HEM/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HNS	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HNS/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HO6	GENERATED	train	KEPT	2	152	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HO6/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HO7	GENERATED	train	KEPT	2	152	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HO7/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HOJ	GENERATED	train	KEPT	1	83	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HOJ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HOK	GENERATED	train	KEPT	1	83	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HOK/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HOL	GENERATED	train	KEPT	1	83	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HOL/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HOM	GENERATED	train	KEPT	1	83	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HOM/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HOO	GENERATED	train	KEPT	1	83	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HOO/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HOP	GENERATED	train	KEPT	1	83	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HOP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2HUA	GENERATED	train	KEPT	1	40	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2HUA/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2I7E	GENERATED	train	KEPT	2	86	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2I7E/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2I7Z	GENERATED	train	KEPT	2	86	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2I7Z/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2IL9	GENERATED	train	KEPT	2	284	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2IL9/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2IRN	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2IRN/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2IRO	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2IRO/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2IXY	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2IXY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2IXZ	GENERATED	train	KEPT	1	8	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2IXZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JJA	GENERATED	train	KEPT	1	8	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JJA/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JLT	GENERATED	train	KEPT	2	34	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JLT/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JR4	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JR4/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JRG	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JRG/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JRQ	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JRQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JSE	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JSE/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JSG	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JSG/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JTP	GENERATED	train	KEPT	1	34	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JTP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JUK	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JUK/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JWV	GENERATED	train	KEPT	1	29	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JWV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JXQ	GENERATED	train	KEPT	2	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JXQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JXS	GENERATED	train	KEPT	2	21	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JXS/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JXV	GENERATED	train	KEPT	1	33	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JXV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JYF	GENERATED	train	KEPT	2	86	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JYF/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JYH	GENERATED	train	KEPT	2	86	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JYH/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JYJ	GENERATED	train	KEPT	2	86	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JYJ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2JYM	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2JYM/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K3Z	GENERATED	train	KEPT	2	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K3Z/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K41	GENERATED	train	KEPT	2	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K41/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K4C	GENERATED	train	KEPT	1	76	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K4C/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K5Z	GENERATED	train	KEPT	1	29	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K5Z/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K65	GENERATED	train	KEPT	2	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K65/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K66	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K66/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K7E	GENERATED	train	KEPT	2	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K7E/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K95	GENERATED	train	KEPT	1	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K95/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2K96	GENERATED	train	KEPT	1	47	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2K96/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KBP	GENERATED	train	KEPT	2	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KBP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KD4	GENERATED	train	KEPT	2	16	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KD4/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KD8	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KD8/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KE6	GENERATED	train	KEPT	1	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KE6/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KEZ	GENERATED	train	KEPT	1	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KEZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KF0	GENERATED	train	KEPT	1	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KF0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KGP	GENERATED	train	KEPT	1	25	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KGP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KHY	GENERATED	train	KEPT	1	38	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KHY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KOC	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KOC/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KP3	GENERATED	train	KEPT	2	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KP3/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KPC	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KPC/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KPD	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KPD/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KPV	GENERATED	train	KEPT	1	34	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KPV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KRL	GENERATED	train	KEPT	1	102	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KRL/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KRP	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KRP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KRQ	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KRQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KRV	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KRV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KRW	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KRW/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KRY	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KRY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KRZ	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KRZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KTZ	GENERATED	train	KEPT	1	38	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KTZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KU0	GENERATED	train	KEPT	1	38	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KU0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KUR	GENERATED	train	KEPT	1	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KUR/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KUU	GENERATED	train	KEPT	1	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KUU/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KUV	GENERATED	train	KEPT	1	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KUV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KUW	GENERATED	train	KEPT	1	48	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KUW/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KVN	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KVN/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KWG	GENERATED	train	KEPT	2	42	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KWG/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KX8	GENERATED	train	KEPT	1	42	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KX8/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KXM	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KXM/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KXZ	GENERATED	train	KEPT	2	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KXZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KY0	GENERATED	train	KEPT	2	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KY0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KY1	GENERATED	train	KEPT	2	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KY1/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KY2	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KY2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KYD	GENERATED	train	KEPT	2	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KYD/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KYE	GENERATED	train	KEPT	1	15	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KYE/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2KZL	GENERATED	train	KEPT	1	55	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2KZL/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L1F	GENERATED	train	KEPT	2	131	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L1F/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L1V	GENERATED	train	KEPT	1	36	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L1V/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L2J	GENERATED	train	KEPT	1	42	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L2J/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L3E	GENERATED	train	KEPT	1	35	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L3E/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L5Z	GENERATED	train	KEPT	1	26	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L5Z/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L6I	GENERATED	train	KEPT	1	16	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L6I/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L8C	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L8C/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L8F	GENERATED	train	KEPT	2	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L8F/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L8H	GENERATED	train	KEPT	1	29	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L8H/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
2L8U	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/2L8U/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
