PDB_ID	RELEASE_DATE	INITIAL_SPLIT	RNA_ENTITY_COUNT	RNA_CHAIN_COUNT	RESOLUTION_ANGSTROM
2OJ7	2007-05-22	train	1	1	
2OJ8	2007-05-22	train	1	1	
2OOM	2008-01-29	train	2	2	
2OUE	2007-03-06	train	4	4	2.05
2P7F	2007-05-22	train	4	4	2.35
2P89	2007-04-03	train	2	2	
2PCV	2007-05-08	train	1	1	
2PCW	2007-05-08	train	2	2	
2PN3	2008-04-01	train	2	2	2.9
2PN4	2008-04-01	train	2	4	2.32
2PN9	2007-10-30	train	2	2	
2PWT	2007-09-18	train	1	2	1.8
2Q1O	2007-10-30	train	1	4	1.1
2Q1R	2007-10-30	train	1	1	1.12
2QBZ	2007-09-18	train	1	1	2.6
2QEK	2008-05-06	train	1	2	1.8
2QH2	2007-09-25	train	1	1	
2QH3	2007-09-25	train	1	1	
2QH4	2007-09-25	train	1	1	
2QUS	2008-07-15	train	1	2	2.4
2QUW	2008-07-15	train	2	4	2.2
2QWY	2008-01-22	train	1	3	2.8
2R1S	2007-09-25	train	1	2	1.4
2R20	2007-09-25	train	1	2	1.3
2R21	2007-09-25	train	1	2	1.59
2R22	2007-09-25	train	1	2	1.4
2RLU	2008-02-26	train	1	1	
2RN1	2008-09-23	train	2	2	
2RO2	2008-12-30	train	1	1	
2RP0	2009-03-31	train	1	1	
2RP1	2009-03-31	train	1	1	
2RPK	2008-12-30	train	1	1	
2RPT	2009-08-25	train	1	1	
2RQJ	2009-11-17	train	1	2	
2RRC	2011-06-29	train	1	1	
2RVO	2017-02-08	train	1	1	
2TOB	1999-06-22	train	1	1	
2TPK	1998-11-04	train	1	1	
2TRA	1987-11-06	train	1	1	3.0
2U2A	1998-03-04	train	1	1	
2V6W	2007-11-06	train	2	2	1.8
2V7R	2008-03-18	train	2	2	1.2
2VAL	2007-10-16	train	2	4	2.0
2VUQ	2009-03-10	train	2	2	1.18
2W89	2009-11-17	train	2	4	1.7
2WNA	2010-02-16	train	1	1	0.96
2X2Q	2011-02-16	train	2	4	1.9
2XC6	2011-05-04	train	1	1	1.83
2XEB	2010-05-26	train	2	2	
2XNW	2011-04-06	train	1	1	1.5
2XNZ	2011-04-06	train	1	1	1.59
2XO0	2011-04-06	train	1	1	1.7
2XO1	2011-04-06	train	1	1	1.6
2XSL	2011-08-10	train	2	4	1.59
2Y95	2011-10-26	train	1	1	
2YDH	2011-09-07	train	1	1	2.9
2YGH	2011-09-07	train	1	1	2.6
2YIE	2011-08-31	train	2	2	2.941
2YIF	2011-08-31	train	2	2	3.298
2Z9Q	2007-10-16	train	1	1	11.7
2ZY6	2009-06-30	train	1	1	1.75
300D	1997-01-24	train	2	2	3.0
301D	1997-01-24	train	2	2	3.0
30SC	2026-07-22	test	1	1	
310D	1997-06-24	train	1	2	1.3
333D	1997-10-16	train	1	1	2.52
353D	1997-11-10	train	2	2	2.4
354D	1997-11-26	train	2	2	1.5
357D	1997-12-01	train	3	3	3.5
359D	1997-11-07	train	2	2	2.9
361D	1998-07-01	train	1	2	2.8
364D	1998-01-02	train	3	3	2.98
36LC	2026-07-01	test	1	2	2.18
36LE	2026-07-01	test	1	4	1.73
36LL	2026-07-01	test	1	1	1.35
36LM	2026-07-01	test	1	2	1.42
377D	1998-08-10	train	1	4	1.76
379D	1998-02-11	train	2	2	3.1
387D	2003-08-26	train	1	1	3.1
397D	1998-09-11	train	2	2	1.3
3A3A	2009-08-11	train	1	1	3.1
3B31	2007-12-25	train	2	2	2.4
3B4A	2007-12-11	train	2	2	2.7
3B4B	2007-12-11	train	2	2	2.7
3B4C	2007-12-11	train	2	2	3.0
3B58	2008-08-12	train	3	3	2.65
3B5A	2008-08-12	train	3	3	2.35
3B5F	2008-08-12	train	3	3	2.7
3B5S	2008-08-12	train	3	3	2.25
3B91	2008-08-12	train	3	3	2.75
3BBI	2008-08-12	train	3	3	2.35
3BBK	2008-08-12	train	3	3	2.75
3BBM	2008-08-12	train	3	3	2.65
3BBV	2008-10-21	train	1	1	10.0
3BNL	2008-06-24	train	1	2	2.602
3BNN	2008-06-24	train	1	4	2.0
3BNO	2008-06-24	train	1	4	2.35
3BNP	2008-06-24	train	2	2	2.7
3BNQ	2008-06-24	train	2	4	2.0
3BNR	2008-06-24	train	3	4	2.1
3BNS	2008-06-24	train	3	4	1.9
3BNT	2008-06-24	train	1	1	2.3
3BWP	2008-04-15	train	1	1	3.1
3C44	2008-05-06	train	1	2	2.0
3CGP	2008-07-01	train	2	2	1.57
3CGQ	2008-07-01	train	2	2	2.5
3CGR	2008-07-01	train	2	2	2.1
3CGS	2008-07-01	train	2	2	1.65
3CJZ	2008-10-14	train	1	2	1.8
3CW5	2008-09-02	train	1	1	3.1
3CW6	2008-09-02	train	1	1	3.3
3CZW	2008-09-09	train	1	1	1.4
3D0M	2008-09-09	train	1	1	2.0
3D0U	2008-07-01	train	1	1	2.7
3D0X	2008-07-01	train	1	1	2.95
3D2G	2008-07-01	train	1	2	2.25
3D2V	2008-07-01	train	1	2	1.97
3D2X	2008-07-01	train	1	2	2.5
3DG0	2009-02-03	train	2	2	10.8
3DG2	2009-02-03	train	2	2	10.0
3DG4	2009-02-03	train	2	2	12.8
3DG5	2009-02-03	train	2	2	15.5
3DHS	2009-01-27	train	1	1	3.6
3DIG	2008-09-16	train	1	1	2.8
3DIL	2008-09-16	train	1	1	1.9
3DIM	2008-09-16	train	1	1	2.9
3DIO	2008-09-16	train	1	1	2.4
3DIQ	2008-09-16	train	1	1	2.7
3DIR	2008-09-16	train	1	1	2.9
3DIS	2008-09-16	train	1	1	3.1
3DIX	2008-09-16	train	1	1	2.9
3DIY	2008-09-16	train	1	1	2.7
3DIZ	2008-09-16	train	1	1	2.85
3DJ0	2008-09-16	train	1	1	2.5
3DJ2	2008-09-16	train	1	1	2.5
3DS7	2009-02-17	train	1	2	1.85
3DVV	2008-08-12	train	1	2	2.0
3DVZ	2009-03-24	train	1	1	1.0
3DW4	2009-03-24	train	1	1	0.97
3DW5	2009-03-24	train	1	1	0.96
3DW6	2009-03-24	train	1	1	1.0
3DW7	2009-03-24	train	1	1	1.0
3E5C	2008-10-07	train	1	1	2.25
3E5E	2008-10-07	train	1	1	2.9
3E5F	2008-10-07	train	1	1	2.7
3EOG	2008-10-28	train	2	2	3.391
3EOH	2008-10-28	train	2	2	3.125
3F2Q	2009-01-27	train	1	1	2.95
3F2T	2009-01-27	train	1	1	3.0
3F2W	2009-01-27	train	1	1	3.45
3F2X	2009-01-27	train	1	1	3.1
3F2Y	2009-01-27	train	1	1	3.2
3F30	2009-01-27	train	1	1	3.15
3F4E	2009-01-27	train	2	2	3.05
3F4G	2009-01-27	train	2	2	3.0
3F4H	2009-01-27	train	2	2	3.0
3FAR	2009-11-24	train	1	2	2.35
3FO4	2009-06-23	train	1	1	1.8
3FO6	2009-06-23	train	1	1	1.85
3FS0	2009-02-24	train	2	2	2.3
3FTM	2009-02-24	train	2	4	2.7
3FU2	2009-03-03	train	1	3	2.85
3FWO	2010-01-19	train	2	2	3.7
3G4M	2009-06-23	train	1	1	2.4
3G78	2010-02-16	train	2	2	2.8
3GAO	2009-06-23	train	1	1	1.9
3GCA	2009-03-03	train	1	1	2.75
3GER	2009-06-23	train	1	1	1.56
3GES	2009-06-23	train	1	1	2.15
3GLP	2009-05-26	train	1	5	1.23
3GM7	2009-05-26	train	1	2	1.58
3GOG	2009-06-23	train	1	1	2.1
3GOT	2009-06-23	train	1	1	1.95
3GS1	2009-05-12	train	4	4	2.85
3GS5	2009-04-21	train	2	2	2.75
3GS8	2009-04-21	train	4	4	2.85
3GVN	2009-07-28	train	2	2	1.2
3GX2	2010-01-12	train	1	1	2.9
3GX3	2010-01-12	train	1	1	2.7
3GX5	2010-01-12	train	1	1	2.4
3GX6	2010-01-12	train	1	1	2.8
3GX7	2010-01-12	train	1	1	2.95
3HGA	2009-08-18	train	1	1	1.3
3IBK	2010-05-12	train	1	2	2.2
3IGI	2009-12-22	train	2	2	3.125
3IQN	2010-08-04	train	1	1	2.7
3IQP	2010-08-04	train	1	1	2.6
3IQR	2010-08-04	train	1	1	2.55
3IVN	2010-01-19	train	1	2	2.8
3IZD	2010-12-01	train	1	1	8.6
3J28	2013-01-16	train	1	1	12.9
3J29	2013-01-16	train	1	1	14.0
3J2A	2013-01-16	train	1	1	13.1
3J2B	2013-01-16	train	1	1	13.6
3J2C	2013-01-16	train	3	3	13.2
3J2D	2013-01-16	train	1	1	18.7
3J2E	2013-01-16	train	1	1	15.3
3J2F	2013-01-16	train	1	1	17.6
3J2G	2013-01-16	train	1	1	16.5
3J2H	2013-01-16	train	1	1	18.8
3JQ4	2010-09-08	train	2	2	3.5
3JXQ	2010-02-09	train	1	4	1.45
3JXR	2010-02-09	train	1	3	1.25
3K1V	2009-10-06	train	1	1	2.2
3L0U	2010-03-16	train	1	1	3.0
3LA5	2010-01-26	train	1	1	1.7
3LOA	2010-08-04	train	2	2	2.299
3MEI	2011-01-26	train	1	2	1.96
3MIJ	2011-02-16	train	1	1	2.4
3MJ3	2010-05-19	train	2	2	3.1
3MJA	2010-05-19	train	2	2	2.8
3MJB	2010-05-19	train	2	2	2.2
3ND3	2011-09-21	train	1	1	1.37
3ND4	2011-09-21	train	1	1	1.524
3NJ6	2010-08-25	train	1	1	0.95
3NJ7	2010-08-25	train	1	6	1.9
3NPN	2010-10-06	train	1	1	2.775
3NPQ	2010-10-06	train	1	3	1.95
3OWI	2010-12-29	train	2	2	2.845
3OWW	2010-12-29	train	2	2	2.8
3OWZ	2010-12-29	train	2	2	2.949
3OX0	2010-12-29	train	2	2	3.049
3OXB	2010-12-29	train	2	2	2.947
3OXD	2010-12-29	train	2	2	2.999
3OXE	2010-12-29	train	2	2	2.899
3OXJ	2010-12-29	train	1	2	3.2
3OXM	2010-12-29	train	2	2	2.95
3P22	2010-12-08	train	2	8	2.5
3P4A	2011-01-05	train	1	6	1.2
3P4B	2011-01-05	train	1	6	1.45
3P4C	2011-01-05	train	1	2	1.15
3P4D	2011-01-05	train	1	2	1.85
3P59	2011-04-06	train	2	8	2.157
3PDR	2011-02-23	train	1	2	1.853
3PHP	1998-10-21	train	1	1	
3Q3Z	2011-05-11	train	1	2	2.5
3Q50	2011-05-18	train	1	1	2.725
3Q51	2011-05-18	train	1	1	2.85
3R1C	2011-06-01	train	1	36	2.05
3R1D	2011-06-01	train	1	5	1.45
3R1E	2011-06-01	train	1	2	0.97
3R4F	2011-04-20	train	1	1	3.5
3RG5	2011-06-08	train	1	2	2.0
3RKF	2011-08-17	train	1	4	2.5
3S49	2011-06-29	train	1	7	2.2
3S4P	2011-09-21	train	1	2	2.56
3S7C	2012-04-11	train	1	1	1.1
3S8U	2012-04-11	train	1	1	1.2
3SD3	2011-09-21	train	1	1	1.95
3SJ2	2011-08-03	train	2	2	1.36
3SKI	2011-08-17	train	2	2	2.3
3SKL	2011-08-17	train	1	2	2.9
3SKR	2011-08-17	train	1	2	3.1
3SKT	2011-08-17	train	1	2	3.1
3SKW	2011-08-17	train	1	2	2.95
3SKZ	2011-08-17	train	1	2	2.6
3SLM	2011-08-17	train	1	2	2.7
3SLQ	2011-08-17	train	1	2	2.5
3SUH	2011-09-14	train	1	1	2.65
3SUX	2011-09-14	train	1	1	2.9
3SUY	2011-09-14	train	1	1	3.2
3SYW	2012-04-25	train	1	2	1.52
3SZX	2012-04-25	train	1	2	2.2
3T4B	2011-10-12	train	1	1	3.55
3TD0	2011-12-07	train	1	2	1.6
3TD1	2011-12-07	train	1	2	2.1
3TRA	1987-11-06	train	1	1	3.0
3TZR	2012-03-21	train	2	2	2.2
3VRS	2012-05-09	train	1	1	2.6
3WRU	2014-11-05	train	1	2	2.3
3ZD4	2012-12-12	train	2	2	2.2
3ZD5	2012-12-12	train	2	2	2.2
3ZP8	2013-03-06	train	2	2	1.55
402D	1998-06-16	train	1	2	2.3
405D	1999-01-13	train	1	2	2.46
406D	1999-02-05	train	1	2	1.8
409D	1999-01-13	train	1	6	2.5
413D	1998-07-10	train	1	1	1.8
420D	1999-01-13	train	1	2	1.82
422D	2003-06-03	train	1	2	2.6
429D	1999-03-01	train	2	4	2.7
430D	1998-10-07	train	1	1	2.1
433D	1998-12-04	train	1	2	2.1
434D	1999-06-14	train	2	4	1.16
435D	1999-06-14	train	2	4	1.4
437D	1998-12-03	train	1	1	1.6
438D	1999-05-12	train	1	2	2.5
439D	2001-09-14	train	2	2	1.6
462D	1999-12-02	train	1	2	2.3
464D	1999-08-16	train	2	4	1.23
466D	1999-08-16	train	2	4	1.16
468D	1999-05-12	train	1	2	1.8
469D	1999-05-12	train	1	2	1.7
470D	1999-05-12	train	1	2	1.95
471D	1999-05-12	train	1	2	2.7
472D	2000-11-27	train	2	2	1.9
480D	1999-10-08	train	1	1	1.5
483D	1999-10-08	train	1	1	1.11
486D	1999-10-04	train	7	7	7.5
488D	2000-03-06	train	4	4	3.1
4A4R	2012-05-30	train	1	1	
4A4S	2012-05-30	train	1	1	
4A4T	2012-05-30	train	1	1	
4A4U	2012-05-30	train	1	1	
4AOB	2012-05-09	train	1	1	2.95
4B5R	2013-01-30	train	1	1	2.95
4C40	2013-11-06	train	1	1	2.2
4C4Q	2013-10-30	train	1	1	8.5
4CS1	2014-11-19	train	1	1	2.0
4DS6	2012-04-18	train	1	1	3.644
4E48	2012-07-11	train	1	3	2.5
4E58	2012-12-12	train	1	3	1.95
4E59	2012-12-12	train	1	2	1.54
4E5C	2012-07-11	train	1	2	1.7
4E6B	2012-07-11	train	2	4	1.47
4E8K	2012-11-14	train	2	2	3.03
4E8M	2012-11-14	train	1	1	3.5
4E8N	2012-11-14	train	1	1	2.96
4E8P	2012-11-14	train	1	1	3.28
4E8Q	2012-11-14	train	1	1	2.84
4E8R	2012-11-14	train	1	1	3.36
4E8T	2012-11-14	train	2	2	3.34
4E8V	2012-11-14	train	1	1	3.99
4EN5	2012-05-09	train	1	1	2.95
4ENA	2012-05-09	train	1	1	2.85
4ENB	2012-05-09	train	1	1	2.3
4ENC	2012-05-09	train	1	1	2.272
4ERJ	2012-07-18	train	1	1	3.0
4ERL	2012-07-18	train	1	1	3.0
4F8U	2012-08-15	train	2	2	2.0
4F8V	2012-08-15	train	1	2	2.8
4FAQ	2012-11-14	train	1	1	3.11
4FAR	2012-11-14	train	2	2	2.86
4FAU	2012-11-14	train	1	1	2.87
4FAW	2012-11-14	train	2	2	2.7
4FAX	2012-11-14	train	1	1	3.1
4FB0	2012-11-14	train	1	1	3.22
4FE5	2012-06-27	train	1	1	1.32
4FEJ	2013-02-27	train	1	1	1.5
4FEL	2013-02-27	train	1	1	1.6
4FEN	2013-02-27	train	1	1	1.35
4FEO	2013-02-27	train	1	1	1.6
4FEP	2013-02-27	train	1	1	1.65
4FNJ	2012-10-17	train	1	1	1.95
4FRG	2012-10-17	train	1	2	2.95
4FRN	2012-10-17	train	1	2	3.43
4G6P	2012-08-15	train	3	3	2.64
4G6R	2012-08-15	train	4	4	2.83
4G6S	2012-08-08	train	3	3	2.84
4GMA	2012-10-17	train	1	1	3.94
4GPW	2013-04-03	train	1	2	3.0
4GPX	2013-04-03	train	1	2	2.6
4GPY	2013-04-03	train	1	2	2.8
4GXY	2012-10-17	train	1	1	3.05
4IQS	2013-12-25	train	1	6	2.6
4J50	2013-02-20	train	1	2	1.65
4JAB	2014-01-29	train	1	2	2.23
4JAH	2014-01-29	train	1	6	1.5
4JF2	2013-04-17	train	1	1	2.2
4JIY	2013-09-04	train	1	1	1.91
4JRC	2013-04-24	train	1	2	2.65
4JRD	2013-06-05	train	1	2	1.0
4JRT	2013-06-05	train	2	2	2.6
4K27	2013-11-27	train	1	1	2.35
4K31	2013-07-31	train	1	2	1.4
4K32	2013-07-31	train	1	2	2.5
4KQY	2013-08-07	train	1	1	3.01
4KYY	2013-06-12	train	1	2	2.35
4KZ2	2013-10-16	train	3	3	3.05
4L81	2014-05-28	train	1	1	2.95
4LVV	2014-03-19	train	1	1	2.1
4LVW	2014-03-19	train	1	1	1.768
4LVX	2014-03-19	train	1	1	1.9
4LVY	2014-03-19	train	1	1	2.0
4LVZ	2014-03-19	train	1	1	1.77
4LW0	2014-03-19	train	1	1	1.75
4LX5	2014-07-16	train	1	1	2.13
4LX6	2014-07-16	train	1	1	2.15
4MCE	2014-09-24	train	2	4	2.2
4MCF	2014-11-12	train	2	8	1.7
4MEG	2013-10-16	train	2	2	3.1
4MEH	2013-10-16	train	2	2	3.1
4MGM	2013-10-23	train	1	2	3.2
4MGN	2013-10-23	train	2	4	3.2
4MS9	2014-02-12	train	1	1	1.32
4MSB	2014-02-12	train	1	6	1.55
4MSR	2014-02-12	train	1	2	1.2
4NFO	2014-07-02	train	1	3	1.96
4NFP	2014-07-02	train	1	3	1.85
4NFQ	2014-07-02	train	1	3	1.7
4NLF	2014-11-19	train	1	1	1.0
4NMG	2014-11-19	train	1	1	1.01
4NXH	2014-12-10	train	1	1	1.158
4NYA	2014-06-04	train	1	2	2.65
4NYB	2014-06-04	train	1	1	3.1
4NYC	2014-06-04	train	1	1	3.15
4NYD	2014-06-04	train	1	1	2.9
4NYG	2014-06-04	train	1	1	3.05
4O41	2014-07-09	train	1	4	1.2
4OJI	2014-07-23	train	1	1	2.3
4OQU	2014-06-04	train	1	1	3.2
4P20	2014-05-07	train	1	2	2.7
4P3S	2016-05-04	train	1	2	2.3
4P3T	2016-05-04	train	1	2	1.6
4P3U	2016-05-04	train	1	4	3.0
4P43	2016-05-04	train	1	2	2.0
4P5J	2014-06-04	train	1	1	1.99
4P8Z	2014-05-28	train	1	1	3.85
4P97	2015-03-04	train	2	4	1.86
4P9R	2014-05-28	train	1	1	2.7
4PCJ	2014-10-29	train	1	1	1.9
4PCO	2015-10-14	train	1	5	1.32
4PDQ	2015-01-07	train	1	2	3.0
4PHY	2015-02-18	train	2	2	3.1
4PLX	2014-06-25	train	1	3	3.1
4PQV	2014-04-30	train	1	1	2.45
4QJD	2014-09-03	train	2	8	3.056
4QJH	2014-09-03	train	2	6	2.018
4QK8	2014-08-06	train	1	1	3.05
4QK9	2014-08-06	train	1	1	3.05
4QKA	2014-08-06	train	1	1	3.2
4QLM	2014-08-13	train	1	1	2.721
4QLN	2014-08-13	train	1	1	2.65
4R0D	2014-10-01	train	2	2	3.676
4R4P	2015-09-30	train	1	1	3.07
4R4V	2015-09-30	train	1	1	3.07
4RBQ	2015-11-11	train	1	1	1.05
4RBY	2015-09-16	train	1	1	1.19
4RBZ	2015-09-16	train	1	1	1.18
4RC0	2015-09-16	train	1	1	1.13
4RGE	2014-12-03	train	1	3	2.8895
4RGF	2014-12-03	train	1	3	3.2
4RJ1	2014-11-12	train	1	2	0.92
4RKV	2014-11-19	train	1	2	0.88
4RNE	2014-11-19	train	1	8	1.01
4RUM	2015-04-08	train	1	1	2.64
4RZD	2015-07-01	train	1	1	2.75
4TNA	1978-04-12	train	1	1	2.5
4TRA	1987-11-06	train	1	1	3.0
4TS0	2014-07-23	train	2	2	2.5
4TS2	2014-07-23	train	2	2	2.88
4TZX	2014-09-10	train	1	1	2.01
4TZY	2014-09-10	train	1	1	2.57
4U34	2014-08-13	train	2	2	1.35
4U35	2014-08-13	train	2	2	1.55
4U37	2014-08-13	train	2	2	1.55
4U38	2014-08-13	train	2	8	1.8
4U3L	2015-07-29	train	1	2	1.482
4U3O	2015-07-29	train	1	2	1.8
4U3P	2015-07-29	train	1	2	1.866
4U3R	2015-07-29	train	1	2	1.701
4U47	2015-08-05	train	1	2	1.952
4U78	2015-08-26	train	1	2	1.5
4WFL	2014-10-15	train	1	1	2.49
4WFM	2014-10-15	train	1	2	3.1
4XK0	2015-02-11	train	1	2	1.07
4XNR	2015-05-06	train	1	1	2.21
4XW0	2016-01-13	train	1	2	1.81
4XW1	2016-01-13	train	1	1	2.3
4XW7	2015-09-09	train	1	1	2.5
4XWF	2015-09-09	train	1	1	1.8
4Y1I	2015-04-08	train	1	2	2.85
4Y1J	2015-04-08	train	1	2	2.24
4Y1M	2015-04-08	train	1	2	3.0
4Y1N	2015-10-14	train	1	2	3.0
4Y1O	2015-10-14	train	1	2	2.95
4Y27	2015-11-18	train	1	1	0.998
4YAZ	2015-04-15	train	1	2	2.0
4YB0	2015-04-15	train	1	2	2.12
4YN6	2015-04-22	train	1	2	1.95
4ZC7	2015-08-26	train	1	4	3.04
4ZNP	2015-08-26	train	1	2	2.94
5A17	2015-05-06	train	1	1	
5A18	2015-05-06	train	1	1	
5AY2	2015-10-21	train	1	4	1.3
5AY3	2015-10-21	train	1	2	1.2
5AY4	2015-10-21	train	1	2	1.7
5BJO	2017-09-27	train	1	2	2.35
5BJP	2017-09-27	train	1	2	2.5
5BTM	2015-07-15	train	1	2	2.778
5BTP	2015-08-12	train	1	2	2.816
5C45	2015-10-07	train	2	2	2.928
5C5W	2015-10-14	train	1	1	1.25
5C7U	2015-08-12	train	1	1	3.05
5C7W	2015-08-12	train	1	1	3.22
5CNR	2016-03-09	train	2	4	2.59
5D5L	2016-08-10	train	1	4	2.5
5D8T	2016-06-29	train	1	2	1.2
5D99	2016-04-13	train	1	1	0.97
5DA6	2016-04-13	train	1	1	1.05
5DER	2016-06-29	train	1	4	1.8
5DH7	2015-10-07	train	2	2	3.0
5DHB	2016-12-07	train	1	4	1.8
5DHC	2016-12-07	train	1	4	1.55
5DO5	2016-09-21	train	1	1	1.2
5DUN	2015-10-28	train	1	1	2.64
5E54	2016-11-23	train	1	2	2.3
5EAO	2016-02-24	train	2	2	2.9876
5EAQ	2016-02-24	train	2	2	2.95
5EW4	2016-02-24	train	1	2	1.47
5EW7	2016-02-24	train	1	2	1.75
5FJ0	2016-09-28	train	1	3	2.2
5FJ1	2016-05-25	train	1	8	2.75
5FJC	2016-05-25	train	1	1	1.71
5FK1	2016-05-25	train	1	1	2.5
5FK2	2016-05-25	train	1	1	2.6
5FK3	2016-05-25	train	1	1	2.5
5FK4	2016-05-25	train	1	1	2.43
5FK5	2016-05-25	train	1	1	3.31
5FK6	2016-05-25	train	1	1	2.5
5FKD	2016-05-25	train	1	1	2.8
5FKE	2016-05-25	train	1	1	2.8
5FKF	2016-05-25	train	1	1	2.8
5FKG	2016-05-25	train	1	1	2.95
5FKH	2016-05-25	train	1	1	2.65
5G2Y	2016-05-04	train	1	1	4.5
5G4T	2016-09-28	train	2	2	2.75
5HBW	2016-12-07	train	1	2	1.9
5HBX	2016-12-07	train	1	4	1.7
5HBY	2016-12-07	train	1	1	1.18
5HN2	2016-04-27	train	1	6	1.5
5HNJ	2016-04-27	train	1	6	1.24
5HNQ	2016-04-27	train	1	13	2.4
5IEM	2016-11-02	train	1	1	
5J01	2016-12-14	train	1	1	3.39
5J02	2016-12-14	train	2	2	3.49
5K8H	2016-07-06	train	1	1	1.069
5KH8	2017-07-19	train	1	1	
5KMZ	2016-10-12	train	1	1	
5KPY	2017-01-11	train	1	1	2.0
5KQE	2016-08-24	train	1	1	
5KRG	2016-12-07	train	1	4	1.6
5KTJ	2016-10-05	train	2	4	2.97
5KVJ	2016-08-03	train	2	2	2.26
5KX9	2016-08-24	train	2	2	2.9
5L00	2016-12-07	train	1	4	1.25
5L4O	2017-03-01	train	1	1	2.79
5LQO	2017-06-21	train	1	2	1.87
5LQT	2017-06-21	train	1	2	1.5
5LR3	2017-06-21	train	1	2	1.65
5LR4	2017-06-21	train	1	4	1.72
5LR5	2017-06-21	train	1	4	2.27
5LSN	2017-09-20	train	1	1	
5LWJ	2016-12-14	train	1	1	
5LYS	2017-01-25	train	1	2	2.32
5LYU	2017-01-25	train	1	2	2.2
5LYV	2017-01-25	train	1	2	2.35
5M0H	2017-01-18	train	1	1	2.65
5ML7	2017-12-20	train	1	2	3.19
5MRX	2018-01-17	train	1	1	0.85
5MWI	2017-03-08	train	1	1	1.51
5N5C	2018-03-14	train	1	1	
5NDH	2017-05-31	train	1	4	1.81
5NDI	2017-05-31	train	1	4	2.57
5NEF	2017-06-07	train	1	1	1.91
5NEO	2017-05-31	train	1	1	1.69
5NEP	2017-05-31	train	1	1	1.6
5NEQ	2017-05-31	train	1	1	1.69
5NEX	2017-05-31	train	1	1	1.719
5NOM	2017-05-31	train	1	1	1.93
5NQI	2017-07-26	train	1	1	0.85
5NWQ	2017-10-18	train	1	2	1.91
5NXT	2017-11-29	train	1	1	1.379
5NY8	2017-10-18	train	1	2	2.04
5NZ3	2017-10-18	train	1	2	2.059
5NZ6	2017-10-18	train	1	1	2.94
5NZD	2017-10-18	train	1	2	2.007
5O62	2017-10-18	train	1	2	2.119
5O69	2017-10-18	train	2	2	2.319
5OB3	2017-10-04	train	1	1	2.004
5OR0	2017-08-30	train	2	2	
5SWD	2016-11-23	train	1	2	2.5
5SWE	2016-11-23	train	1	1	3.0
5T3K	2017-07-05	train	2	4	2.14
5T83	2017-01-11	train	1	1	2.7
5TDJ	2017-01-11	train	1	2	1.5
5TDK	2017-01-11	train	1	2	1.43
5TGP	2017-10-18	train	1	2	1.6
5TKO	2017-10-11	train	2	4	1.52
5TPY	2016-12-14	train	1	1	2.805
5U3G	2017-02-01	train	1	1	2.3
5UED	2017-07-05	train	1	2	1.5
5UEE	2017-07-05	train	1	2	1.9
5UEF	2017-07-05	train	2	4	2.1
5UEG	2017-07-05	train	1	4	2.6
5UF3	2017-05-31	train	1	1	
5UNE	2017-03-29	train	1	2	2.9
5UX3	2018-02-21	train	2	2	2.5
5UZ6	2018-02-21	train	2	6	2.1
5UZA	2018-02-28	train	1	1	2.22
5UZT	2017-05-10	train	1	1	
5V0H	2017-03-08	train	1	2	1.9
5V0J	2017-03-08	train	1	2	1.5
5V0K	2017-03-08	train	1	1	1.6
5V0O	2018-02-21	train	2	2	2.7
5V16	2017-07-12	train	1	1	
5V17	2017-07-12	train	1	1	
5V1K	2017-06-21	train	1	2	1.18
5V1L	2017-06-14	train	1	4	1.2
5V2H	2017-06-14	train	1	4	1.08
5V2R	2017-07-26	train	1	2	
5V3F	2017-05-24	train	1	2	1.62
5V3I	2017-07-05	train	1	1	3.29
5V9Z	2018-02-21	train	2	2	2.5
5VCF	2018-02-21	train	2	2	2.8
5VCI	2018-02-21	train	2	2	2.6
5VGW	2018-02-21	train	2	2	2.4
5VH7	2017-06-28	train	1	2	
5VH8	2017-06-28	train	1	2	
5VJ9	2017-06-28	train	1	4	1.57
5VJB	2017-06-28	train	1	4	2.1
5VR4	2017-10-04	train	1	4	1.5
5WQ1	2017-07-05	train	1	1	
5XI1	2018-08-08	train	1	2	
5XWG	2017-10-11	train	1	1	3.002
5XZ1	2018-07-18	train	1	4	3.008
5Z1H	2018-05-30	train	1	2	2.4
5Z1I	2018-05-30	train	1	1	1.9
5Z71	2019-01-30	train	1	2	2.5
5ZEG	2018-03-21	train	1	3	2.4
5ZEI	2018-03-21	train	2	2	2.1
5ZEJ	2018-03-21	train	1	2	3.5
5ZEM	2018-03-21	train	1	2	3.1
6AAS	2019-06-05	train	1	1	
6AAU	2019-06-05	train	1	1	
6AZ4	2018-02-21	train	2	2	2.98
6BFB	2018-02-21	train	2	2	2.82
6BG9	2018-02-21	train	1	2	9.0
6BGB	2017-12-06	train	1	3	1.65
6BJX	2018-07-04	train	1	2	3.14
6BMD	2018-02-21	train	2	6	3.0
6BY4	2018-06-13	train	1	1	
6BY5	2018-06-13	train	1	1	
6C27	2019-01-09	train	1	2	3.6
6C63	2018-08-08	train	2	3	2.9
6C64	2018-08-08	train	2	3	3.0
6C65	2018-08-08	train	2	3	2.8
6C8D	2018-05-30	train	1	2	1.92
6C8E	2018-05-30	train	1	2	1.8
6C8I	2018-05-30	train	1	2	1.77
6C8J	2018-05-30	train	1	2	1.5
6C8K	2018-05-30	train	1	2	2.259
