PDB_ID	RELEASE_DATE	INITIAL_SPLIT	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	EVALUATE_CHAIN_IDS	MASKED_CHAIN_IDS	TARGET_DIRECTORY
2KU0	2010-04-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ku0
2KUR	2010-05-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kur
2KUU	2010-05-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kuu
2KUV	2010-05-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kuv
2KUW	2010-05-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kuw
2KVN	2010-07-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kvn
2KWG	2010-07-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kwg
2KX8	2010-09-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kx8
2KXM	2011-04-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kxm
2KXZ	2010-06-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kxz
2KY0	2010-06-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ky0
2KY1	2010-06-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ky1
2KY2	2010-06-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ky2
2KYD	2010-07-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kyd
2KYE	2010-06-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kye
2KZL	2011-02-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2kzl
2L1F	2010-10-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l1f
2L1V	2010-09-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l1v
2L2J	2010-10-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l2j
2L3E	2010-11-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l3e
2L5Z	2011-02-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l5z
2L6I	2011-03-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l6i
2L8C	2011-02-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l8c
2L8F	2011-08-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l8f
2L8H	2011-03-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l8h
2L8U	2011-02-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l8u
2L8W	2011-02-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l8w
2L94	2011-06-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l94
2L9E	2011-03-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2l9e
2LA9	2011-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2la9
2LAC	2011-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lac
2LBJ	2012-04-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lbj
2LBK	2012-04-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lbk
2LBL	2012-04-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lbl
2LBQ	2011-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lbq
2LBR	2011-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lbr
2LC8	2011-11-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lc8
2LDL	2011-12-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ldl
2LDT	2011-09-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ldt
2LDZ	1999-02-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ldz
2LHP	2012-07-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lhp
2LI4	2012-08-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2li4
2LJJ	2012-09-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ljj
2LK3	2012-02-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lk3
2LKR	2012-02-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lkr
2LP9	2012-05-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lp9
2LPA	2012-05-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lpa
2LPS	2012-08-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lps
2LPT	2012-08-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lpt
2LQZ	2012-08-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lqz
2LU0	2013-04-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lu0
2LUB	2012-07-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lub
2LUN	2013-12-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lun
2LV0	2013-06-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lv0
2LVY	2013-04-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lvy
2LWK	2012-08-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lwk
2LX1	2012-11-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2lx1
2M12	2013-10-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m12
2M18	2013-04-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m18
2M1O	2013-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m1o
2M21	2013-03-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m21
2M22	2013-03-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m22
2M23	2013-12-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m23
2M24	2013-12-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m24
2M39	2013-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m39
2M4Q	2013-03-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m4q
2M4W	2014-03-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m4w
2M57	2014-02-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m57
2M58	2013-04-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m58
2M5U	2014-04-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m5u
2M8K	2013-06-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2m8k
2MEQ	2014-01-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2meq
2MER	2014-01-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mer
2MFD	2014-10-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mfd
2MHI	2013-12-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mhi
2MI0	2014-01-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mi0
2MIS	2014-01-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mis
2MIY	2014-01-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2miy
2MN0	2015-04-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mn0
2MNC	2014-10-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mnc
2MQT	2014-09-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mqt
2MS5	2015-01-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ms5
2MTJ	2014-10-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mtj
2MTK	2014-10-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mtk
2MVS	2015-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mvs
2MVY	2015-09-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mvy
2MXJ	2015-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mxj
2MXK	2015-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mxk
2MXL	2015-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mxl
2MXS	2015-12-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2mxs
2N0J	2016-02-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n0j
2N0R	2015-05-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n0r
2N1Q	2015-05-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n1q
2N2O	2015-08-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n2o
2N2P	2015-08-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n2p
2N3Q	2015-07-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n3q
2N3R	2015-07-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n3r
2N4J	2015-07-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n4j
2N4L	2015-12-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n4l
2N6S	2016-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n6s
2N6T	2016-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n6t
2N6W	2016-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n6w
2N6X	2016-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n6x
2N7M	2015-12-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n7m
2N7X	2016-04-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n7x
2N8V	2015-11-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2n8v
2NBX	2016-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2nbx
2NBY	2016-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2nby
2NBZ	2016-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2nbz
2NC0	2016-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2nc0
2NC1	2016-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2nc1
2NCI	2016-09-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2nci
2NCQ	2017-04-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ncq
2NCR	2017-04-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ncr
2NOK	2007-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2nok
2NPY	2007-08-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2npy
2NPZ	2007-08-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2npz
2O32	2007-02-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o32
2O33	2007-02-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o33
2O3V	2007-11-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o3v
2O3W	2007-11-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o3w
2O3X	2007-11-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o3x
2O3Y	2007-11-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o3y
2O43	2007-12-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o43
2O44	2007-12-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o44
2O45	2007-12-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o45
2O81	2007-07-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o81
2O83	2007-07-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2o83
2OE5	2007-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oe5
2OE6	2007-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oe6
2OE8	2007-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oe8
2OEU	2007-02-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oeu
2OIJ	2007-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oij
2OIU	2007-03-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oiu
2OIY	2007-12-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oiy
2OJ0	2007-12-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oj0
2OJ7	2007-05-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oj7
2OJ8	2007-05-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oj8
2OOM	2008-01-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oom
2OUE	2007-03-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2oue
2P7F	2007-05-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2p7f
2P89	2007-04-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2p89
2PCV	2007-05-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2pcv
2PCW	2007-05-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2pcw
2PN3	2008-04-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2pn3
2PN4	2008-04-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2pn4
2PN9	2007-10-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2pn9
2PWT	2007-09-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2pwt
2Q1O	2007-10-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2q1o
2Q1R	2007-10-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2q1r
2QBZ	2007-09-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2qbz
2QEK	2008-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2qek
2QH2	2007-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2qh2
2QH3	2007-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2qh3
2QH4	2007-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2qh4
2QUS	2008-07-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2qus
2QUW	2008-07-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2quw
2QWY	2008-01-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2qwy
2R1S	2007-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2r1s
2R20	2007-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2r20
2R21	2007-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2r21
2R22	2007-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2r22
2RLU	2008-02-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rlu
2RN1	2008-09-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rn1
2RO2	2008-12-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ro2
2RP0	2009-03-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rp0
2RP1	2009-03-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rp1
2RPK	2008-12-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rpk
2RPT	2009-08-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rpt
2RQJ	2009-11-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rqj
2RRC	2011-06-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rrc
2RVO	2017-02-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2rvo
2TOB	1999-06-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2tob
2TPK	1998-11-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2tpk
2TRA	1987-11-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2tra
2U2A	1998-03-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2u2a
2V6W	2007-11-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2v6w
2V7R	2008-03-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2v7r
2VAL	2007-10-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2val
2VUQ	2009-03-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2vuq
2W89	2009-11-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2w89
2WNA	2010-02-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2wna
2X2Q	2011-02-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2x2q
2XC6	2011-05-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2xc6
2XEB	2010-05-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2xeb
2XNW	2011-04-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2xnw
2XNZ	2011-04-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2xnz
2XO0	2011-04-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2xo0
2XO1	2011-04-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2xo1
2XSL	2011-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2xsl
2Y95	2011-10-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2y95
2YDH	2011-09-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ydh
2YGH	2011-09-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2ygh
2YIE	2011-08-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2yie
2YIF	2011-08-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2yif
2Z9Q	2007-10-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2z9q
2ZY6	2009-06-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/2zy6
300D	1997-01-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/300d
301D	1997-01-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/301d
30SC	2026-07-22	test	test	KEEP_ALL_CHAINS		A		/storage9920/home/tinghao.xia/Data/test/30sc
310D	1997-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/310d
333D	1997-10-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/333d
353D	1997-11-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/353d
354D	1997-11-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/354d
357D	1997-12-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/357d
359D	1997-11-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/359d
361D	1998-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/361d
364D	1998-01-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/364d
36LC	2026-07-01	test		DROP_NO_EVALUABLE_CHAINS	All RNA chains are masked from evaluation		A,B	
36LE	2026-07-01	test		DROP_NO_EVALUABLE_CHAINS	All RNA chains are masked from evaluation		A,B,C,D	
36LL	2026-07-01	test	test	KEEP_ALL_CHAINS		A		/storage9920/home/tinghao.xia/Data/test/36ll
36LM	2026-07-01	test		DROP_NO_EVALUABLE_CHAINS	All RNA chains are masked from evaluation		A,B	
377D	1998-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/377d
379D	1998-02-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/379d
387D	2003-08-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/387d
397D	1998-09-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/397d
3A3A	2009-08-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3a3a
3B31	2007-12-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b31
3B4A	2007-12-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b4a
3B4B	2007-12-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b4b
3B4C	2007-12-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b4c
3B58	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b58
3B5A	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b5a
3B5F	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b5f
3B5S	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b5s
3B91	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3b91
3BBI	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bbi
3BBK	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bbk
3BBM	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bbm
3BBV	2008-10-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bbv
3BNL	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bnl
3BNN	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bnn
3BNO	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bno
3BNP	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bnp
3BNQ	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bnq
3BNR	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bnr
3BNS	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bns
3BNT	2008-06-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bnt
3BWP	2008-04-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3bwp
3C44	2008-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3c44
3CGP	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3cgp
3CGQ	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3cgq
3CGR	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3cgr
3CGS	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3cgs
3CJZ	2008-10-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3cjz
3CW5	2008-09-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3cw5
3CW6	2008-09-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3cw6
3CZW	2008-09-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3czw
3D0M	2008-09-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3d0m
3D0U	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3d0u
3D0X	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3d0x
3D2G	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3d2g
3D2V	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3d2v
3D2X	2008-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3d2x
3DG0	2009-02-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dg0
3DG2	2009-02-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dg2
3DG4	2009-02-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dg4
3DG5	2009-02-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dg5
3DHS	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dhs
3DIG	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dig
3DIL	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dil
3DIM	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dim
3DIO	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dio
3DIQ	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3diq
3DIR	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dir
3DIS	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dis
3DIX	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dix
3DIY	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3diy
3DIZ	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3diz
3DJ0	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dj0
3DJ2	2008-09-16	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dj2
3DS7	2009-02-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3ds7
3DVV	2008-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dvv
3DVZ	2009-03-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dvz
3DW4	2009-03-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dw4
3DW5	2009-03-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dw5
3DW6	2009-03-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dw6
3DW7	2009-03-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3dw7
3E5C	2008-10-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3e5c
3E5E	2008-10-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3e5e
3E5F	2008-10-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3e5f
3EOG	2008-10-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3eog
3EOH	2008-10-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3eoh
3F2Q	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f2q
3F2T	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f2t
3F2W	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f2w
3F2X	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f2x
3F2Y	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f2y
3F30	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f30
3F4E	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f4e
3F4G	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f4g
3F4H	2009-01-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3f4h
3FAR	2009-11-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3far
3FO4	2009-06-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3fo4
3FO6	2009-06-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3fo6
3FS0	2009-02-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3fs0
3FTM	2009-02-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/3ftm
